CourseID,YearMonth,EnrollmentCount,TotalRevenue,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherRating,YearsOfExperience,Expertise,PriceBand,DurationBucket,RatingTier,ExperienceBucket,ExpertiseMatchScore
CR00014,2025-09,18,0.0,Business,Free,Advanced,0.0,22.29,3.15,3.8516666666666666,15.833333333333334,Cybersecurity,Free,Long,Good,Expert,0.3333333333333333
CR00014,2025-10,16,0.0,Business,Free,Advanced,0.0,22.29,3.15,3.944375,16.0625,Cybersecurity,Free,Long,Good,Expert,0.1875
CR00014,2025-11,21,0.0,Business,Free,Advanced,0.0,22.29,3.15,3.6580952380952376,15.857142857142858,Machine Learning,Free,Long,Good,Expert,0.38095238095238093
CR00014,2025-12,7,0.0,Business,Free,Advanced,0.0,22.29,3.15,3.685714285714286,17.142857142857142,Cybersecurity,Free,Long,Good,Expert,0.2857142857142857
CR00015,2025-01,13,3705.65,Business,Paid,Beginner,285.05,34.78,1.96,4.388461538461538,18.923076923076923,Machine Learning,Medium,Long,Poor,Expert,0.07692307692307693
CR00015,2025-02,11,3135.55,Business,Paid,Beginner,285.05,34.78,1.96,4.495454545454546,19.272727272727273,Cybersecurity,Medium,Long,Poor,Expert,0.18181818181818182
CR00015,2025-03,11,3135.55,Business,Paid,Beginner,285.05,34.78,1.96,4.361818181818181,17.90909090909091,Cybersecurity,Medium,Long,Poor,Expert,0.18181818181818182
CR00015,2025-04,16,4560.8,Business,Paid,Beginner,285.05,34.78,1.96,4.3525,17.1875,Machine Learning,Medium,Long,Poor,Expert,0.125
CR00015,2025-05,14,3990.7000000000003,Business,Paid,Beginner,285.05,34.78,1.96,4.5564285714285715,19.5,Machine Learning,Medium,Long,Poor,Expert,0.14285714285714285
CR00015,2025-06,19,5415.95,Business,Paid,Beginner,285.05,34.78,1.96,3.598421052631579,14.736842105263158,Machine Learning,Medium,Long,Poor,Expert,0.3157894736842105
CR00015,2025-07,13,3705.65,Business,Paid,Beginner,285.05,34.78,1.96,3.7876923076923075,15.615384615384615,Machine Learning,Medium,Long,Poor,Expert,0.23076923076923078
CR00015,2025-08,10,2850.5,Business,Paid,Beginner,285.05,34.78,1.96,3.3280000000000003,14.4,Machine Learning,Medium,Long,Poor,Expert,0.4
CR00015,2025-09,18,5130.900000000001,Business,Paid,Beginner,285.05,34.78,1.96,3.936111111111111,15.777777777777779,Machine Learning,Medium,Long,Poor,Expert,0.2222222222222222
CR00015,2025-10,13,3705.65,Business,Paid,Beginner,285.05,34.78,1.96,4.2153846153846155,18.076923076923077,Cybersecurity,Medium,Long,Poor,Expert,0.23076923076923078
CR00015,2025-11,13,3705.65,Business,Paid,Beginner,285.05,34.78,1.96,3.383076923076923,13.538461538461538,Cybersecurity,Medium,Long,Poor,Expert,0.38461538461538464
CR00015,2025-12,17,4845.85,Business,Paid,Beginner,285.05,34.78,1.96,3.7817647058823534,16.58823529411765,Cybersecurity,Medium,Long,Poor,Expert,0.29411764705882354
CR00016,2025-01,13,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,4.63,19.615384615384617,Machine Learning,Free,VeryLong,Excellent,Expert,0.07692307692307693
CR00016,2025-02,15,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,3.992,14.6,Cybersecurity,Free,VeryLong,Excellent,Expert,0.26666666666666666
CR00016,2025-03,9,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,4.335555555555556,17.444444444444443,Cybersecurity,Free,VeryLong,Excellent,Expert,0.2222222222222222
CR00016,2025-04,9,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,3.8633333333333337,14.0,Cybersecurity,Free,VeryLong,Excellent,Expert,0.0
CR00016,2025-05,7,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,4.8028571428571425,22.285714285714285,Machine Learning,Free,VeryLong,Excellent,Expert,0.0
CR00016,2025-06,11,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,4.598181818181818,18.0,Machine Learning,Free,VeryLong,Excellent,Expert,0.2727272727272727
CR00016,2025-07,15,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,3.9566666666666666,14.333333333333334,Cybersecurity,Free,VeryLong,Excellent,Expert,0.4
CR00016,2025-08,16,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,3.623125,13.375,Cybersecurity,Free,VeryLong,Excellent,Expert,0.1875
CR00016,2025-09,14,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,4.399285714285714,19.5,Machine Learning,Free,VeryLong,Excellent,Expert,0.0
CR00016,2025-10,15,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,4.184666666666667,17.0,Cybersecurity,Free,VeryLong,Excellent,Expert,0.06666666666666667
CR00016,2025-11,21,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,3.9095238095238094,13.904761904761905,Machine Learning,Free,VeryLong,Excellent,Expert,0.14285714285714285
CR00016,2025-12,8,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72,4.33125,18.125,Machine Learning,Free,VeryLong,Excellent,Expert,0.0
CR00017,2025-01,15,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.710666666666667,18.4,Machine Learning,Free,Long,Excellent,Expert,0.26666666666666666
CR00017,2025-02,17,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.153529411764706,15.235294117647058,Cybersecurity,Free,Long,Excellent,Expert,0.35294117647058826
CR00017,2025-03,11,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.2709090909090905,17.727272727272727,Artificial Intelligence,Free,Long,Excellent,Junior,0.18181818181818182
CR00017,2025-04,11,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.308181818181819,18.727272727272727,Machine Learning,Free,Long,Excellent,Expert,0.0
CR00017,2025-05,7,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,3.531428571428571,11.714285714285714,Machine Learning,Free,Long,Excellent,Expert,0.14285714285714285
CR00017,2025-06,16,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.2725,15.75,Machine Learning,Free,Long,Excellent,Expert,0.3125
CR00017,2025-07,8,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.3275,17.25,Machine Learning,Free,Long,Excellent,Expert,0.0
CR00017,2025-08,18,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.035,15.055555555555555,Cybersecurity,Free,Long,Excellent,Expert,0.1111111111111111
CR00017,2025-09,18,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,3.901111111111111,13.444444444444445,Artificial Intelligence,Free,Long,Excellent,Mid,0.3333333333333333
CR00017,2025-10,10,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.088,16.8,Cybersecurity,Free,Long,Excellent,Expert,0.2
CR00017,2025-11,14,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,4.562142857142857,18.714285714285715,Machine Learning,Free,Long,Excellent,Expert,0.14285714285714285
CR00017,2025-12,13,0.0,Marketing,Free,Advanced,0.0,29.37,4.79,3.9692307692307693,13.76923076923077,Cybersecurity,Free,Long,Excellent,Expert,0.3076923076923077
CR00018,2025-01,12,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.248333333333333,16.75,Cybersecurity,Free,Medium,Average,Expert,0.08333333333333333
CR00018,2025-02,8,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.58,18.5,Machine Learning,Free,Medium,Average,Expert,0.125
CR00018,2025-03,12,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.306666666666667,17.833333333333332,Cybersecurity,Free,Medium,Average,Expert,0.16666666666666666
CR00018,2025-04,17,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.147058823529412,17.0,Cybersecurity,Free,Medium,Average,Expert,0.058823529411764705
CR00018,2025-05,15,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.022666666666667,14.266666666666667,Machine Learning,Free,Medium,Average,Expert,0.26666666666666666
CR00018,2025-06,17,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.017647058823529,14.294117647058824,Cybersecurity,Free,Medium,Average,Expert,0.35294117647058826
CR00018,2025-07,13,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.058461538461538,16.0,Machine Learning,Free,Medium,Average,Expert,0.07692307692307693
CR00018,2025-08,16,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.44625,19.375,Project Management,Free,Medium,Average,Senior,0.0625
CR00018,2025-09,13,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,3.713846153846154,13.153846153846153,Finance,Free,Medium,Average,Mid,0.15384615384615385
CR00018,2025-10,15,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.271333333333333,18.2,Cybersecurity,Free,Medium,Average,Expert,0.2
CR00018,2025-11,14,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.478571428571429,19.357142857142858,Cybersecurity,Free,Medium,Average,Expert,0.14285714285714285
CR00018,2025-12,11,0.0,Marketing,Free,Advanced,0.0,15.44,2.01,4.264545454545455,13.909090909090908,Data Science,Free,Medium,Average,Mid,0.36363636363636365
CR00019,2025-01,15,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.287999999999999,16.2,Cybersecurity,Free,Medium,Average,Expert,0.26666666666666666
CR00019,2025-02,9,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.461111111111111,17.11111111111111,Cybersecurity,Free,Medium,Average,Expert,0.2222222222222222
CR00019,2025-03,15,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.284666666666666,16.266666666666666,Cybersecurity,Free,Medium,Average,Expert,0.13333333333333333
CR00019,2025-04,13,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.432307692307692,19.23076923076923,Machine Learning,Free,Medium,Average,Expert,0.0
CR00019,2025-05,20,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.396,19.35,Cybersecurity,Free,Medium,Average,Expert,0.1
CR00019,2025-06,20,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.133,15.45,Machine Learning,Free,Medium,Average,Expert,0.1
CR00019,2025-07,15,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.186,16.4,Machine Learning,Free,Medium,Average,Expert,0.2
CR00019,2025-08,12,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.016666666666667,12.166666666666666,Cybersecurity,Free,Medium,Average,Expert,0.5
CR00019,2025-09,14,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,3.807857142857143,15.571428571428571,Machine Learning,Free,Medium,Average,Expert,0.14285714285714285
CR00019,2025-10,13,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.429230769230769,17.0,Cybersecurity,Free,Medium,Average,Expert,0.15384615384615385
CR00019,2025-11,16,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,4.125,16.125,Machine Learning,Free,Medium,Average,Expert,0.1875
CR00019,2025-12,15,0.0,Marketing,Free,Advanced,0.0,18.0,2.98,3.9126666666666665,16.266666666666666,Cybersecurity,Free,Medium,Average,Expert,0.06666666666666667
CR00020,2025-01,13,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.026153846153846,15.461538461538462,Machine Learning,Free,VeryLong,Excellent,Expert,0.3076923076923077
CR00020,2025-02,10,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.075,16.1,Cybersecurity,Free,VeryLong,Excellent,Expert,0.2
CR00020,2025-03,13,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,3.858461538461538,15.307692307692308,Web Development,Free,VeryLong,Excellent,Junior,0.3076923076923077
CR00020,2025-04,8,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.42625,19.0,Artificial Intelligence,Free,VeryLong,Excellent,Mid,0.0
CR00020,2025-05,11,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,3.933636363636363,15.363636363636363,Machine Learning,Free,VeryLong,Excellent,Expert,0.0
CR00020,2025-06,20,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,3.9825000000000004,14.9,Machine Learning,Free,VeryLong,Excellent,Expert,0.3
CR00020,2025-07,9,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.57,18.333333333333332,Cybersecurity,Free,VeryLong,Excellent,Expert,0.3333333333333333
CR00020,2025-08,14,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.116428571428572,16.857142857142858,Cybersecurity,Free,VeryLong,Excellent,Expert,0.07142857142857142
CR00020,2025-09,15,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.164,13.733333333333333,Machine Learning,Free,VeryLong,Excellent,Expert,0.3333333333333333
CR00020,2025-10,13,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,3.9107692307692306,16.153846153846153,Machine Learning,Free,VeryLong,Excellent,Expert,0.07692307692307693
CR00020,2025-11,16,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.014375,16.1875,Machine Learning,Free,VeryLong,Excellent,Expert,0.1875
CR00020,2025-12,13,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11,4.316923076923077,19.23076923076923,Machine Learning,Free,VeryLong,Excellent,Expert,0.15384615384615385
CR00021,2025-01,17,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.04764705882353,14.470588235294118,Machine Learning,Free,Short,Good,Expert,0.4117647058823529
CR00021,2025-02,8,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.1025,17.5,Cybersecurity,Free,Short,Good,Expert,0.375
CR00021,2025-03,18,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.178888888888888,17.444444444444443,Cybersecurity,Free,Short,Good,Expert,0.4444444444444444
CR00021,2025-04,17,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,3.7847058823529416,13.470588235294118,Cybersecurity,Free,Short,Good,Expert,0.47058823529411764
CR00021,2025-05,18,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.105555555555556,16.944444444444443,Cybersecurity,Free,Short,Good,Expert,0.4444444444444444
CR00021,2025-06,9,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.41,19.444444444444443,Cybersecurity,Free,Short,Good,Expert,0.2222222222222222
CR00021,2025-07,23,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.2299999999999995,18.695652173913043,Data Science,Free,Short,Good,Mid,0.34782608695652173
CR00021,2025-08,18,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.099444444444444,16.27777777777778,Machine Learning,Free,Short,Good,Expert,0.4444444444444444
CR00021,2025-09,19,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.16421052631579,17.736842105263158,Machine Learning,Free,Short,Good,Expert,0.3684210526315789
CR00021,2025-10,12,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.369166666666667,19.333333333333332,Cybersecurity,Free,Short,Good,Expert,0.25
CR00021,2025-11,17,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.208235294117647,17.529411764705884,Machine Learning,Free,Short,Good,Expert,0.29411764705882354
CR00021,2025-12,20,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6,4.2465,18.3,Cybersecurity,Free,Short,Good,Expert,0.35
CR00022,2025-01,19,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.261578947368421,17.789473684210527,Machine Learning,Free,Long,Good,Expert,0.2631578947368421
CR00022,2025-02,17,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.0194117647058825,16.647058823529413,Cybersecurity,Free,Long,Good,Expert,0.4117647058823529
CR00022,2025-03,18,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.0938888888888885,16.72222222222222,Cybersecurity,Free,Long,Good,Expert,0.3888888888888889
CR00022,2025-04,11,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.570909090909091,20.818181818181817,Cybersecurity,Free,Long,Good,Expert,0.09090909090909091
CR00022,2025-05,13,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,3.9038461538461537,14.384615384615385,Cybersecurity,Free,Long,Good,Expert,0.5384615384615384
CR00022,2025-06,14,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.062857142857142,14.5,Machine Learning,Free,Long,Good,Expert,0.42857142857142855
CR00022,2025-07,11,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.440909090909091,20.272727272727273,Cybersecurity,Free,Long,Good,Expert,0.18181818181818182
CR00022,2025-08,15,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,3.997333333333333,15.333333333333334,Cybersecurity,Free,Long,Good,Expert,0.4
CR00022,2025-09,18,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,3.8377777777777777,15.444444444444445,Machine Learning,Free,Long,Good,Expert,0.5
CR00022,2025-10,15,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.564666666666667,21.266666666666666,Cybersecurity,Free,Long,Good,Expert,0.13333333333333333
CR00022,2025-11,12,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,4.439166666666667,22.25,Cybersecurity,Free,Long,Good,Expert,0.16666666666666666
CR00022,2025-12,14,0.0,Data Science,Free,Beginner,0.0,32.64,3.65,3.9549999999999996,14.642857142857142,Machine Learning,Free,Long,Good,Expert,0.5
CR00023,2025-01,15,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,3.9386666666666668,13.4,Machine Learning,Free,Short,Good,Expert,0.4666666666666667
CR00023,2025-02,18,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,4.031666666666666,15.444444444444445,Cybersecurity,Free,Short,Good,Expert,0.3888888888888889
CR00023,2025-03,15,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,4.164666666666666,16.066666666666666,Machine Learning,Free,Short,Good,Expert,0.4666666666666667
CR00023,2025-04,18,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,3.9266666666666663,14.88888888888889,Cybersecurity,Free,Short,Good,Expert,0.4444444444444444
CR00023,2025-05,16,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,3.984375,16.1875,Machine Learning,Free,Short,Good,Expert,0.4375
CR00023,2025-06,17,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,4.6505882352941175,20.352941176470587,Machine Learning,Free,Short,Good,Expert,0.11764705882352941
CR00023,2025-07,22,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,4.076818181818182,16.772727272727273,Cybersecurity,Free,Short,Good,Expert,0.4090909090909091
CR00023,2025-08,11,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,3.877272727272727,15.636363636363637,Cybersecurity,Free,Short,Good,Expert,0.45454545454545453
CR00023,2025-09,11,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,4.107272727272727,15.818181818181818,Cybersecurity,Free,Short,Good,Expert,0.36363636363636365
CR00023,2025-10,12,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,3.975,14.833333333333334,Machine Learning,Free,Short,Good,Expert,0.3333333333333333
CR00023,2025-11,13,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,4.055384615384615,18.307692307692307,Cybersecurity,Free,Short,Good,Expert,0.46153846153846156
CR00023,2025-12,17,0.0,Data Science,Free,Intermediate,0.0,9.71,3.02,3.992941176470588,16.0,Cybersecurity,Free,Short,Good,Expert,0.4117647058823529
CR00024,2025-01,9,1059.1200000000001,Data Science,Paid,Advanced,117.68,48.09,2.57,3.92,14.0,Machine Learning,Low,VeryLong,Average,Expert,0.4444444444444444
CR00024,2025-02,10,1176.8000000000002,Data Science,Paid,Advanced,117.68,48.09,2.57,4.157,16.7,Data Science,Low,VeryLong,Average,Junior,0.4
CR00024,2025-03,12,1412.16,Data Science,Paid,Advanced,117.68,48.09,2.57,4.070833333333334,16.5,Machine Learning,Low,VeryLong,Average,Expert,0.4166666666666667
CR00024,2025-04,11,1294.48,Data Science,Paid,Advanced,117.68,48.09,2.57,3.9345454545454546,14.545454545454545,Machine Learning,Low,VeryLong,Average,Expert,0.45454545454545453
CR00024,2025-05,14,1647.52,Data Science,Paid,Advanced,117.68,48.09,2.57,4.245,17.928571428571427,Cybersecurity,Low,VeryLong,Average,Expert,0.35714285714285715
CR00024,2025-06,24,2824.32,Data Science,Paid,Advanced,117.68,48.09,2.57,4.1,15.791666666666666,Cybersecurity,Low,VeryLong,Average,Expert,0.4166666666666667
CR00024,2025-07,16,1882.88,Data Science,Paid,Advanced,117.68,48.09,2.57,4.478125,19.25,Cybersecurity,Low,VeryLong,Average,Expert,0.1875
CR00024,2025-08,8,941.44,Data Science,Paid,Advanced,117.68,48.09,2.57,4.34,19.25,Cybersecurity,Low,VeryLong,Average,Expert,0.25
CR00024,2025-09,17,2000.5600000000002,Data Science,Paid,Advanced,117.68,48.09,2.57,4.095294117647059,15.294117647058824,Cybersecurity,Low,VeryLong,Average,Expert,0.4117647058823529
CR00024,2025-10,13,1529.8400000000001,Data Science,Paid,Advanced,117.68,48.09,2.57,4.216153846153846,17.923076923076923,Machine Learning,Low,VeryLong,Average,Expert,0.38461538461538464
CR00024,2025-11,18,2118.2400000000002,Data Science,Paid,Advanced,117.68,48.09,2.57,3.974444444444444,14.944444444444445,Cybersecurity,Low,VeryLong,Average,Expert,0.5
CR00024,2025-12,14,1647.52,Data Science,Paid,Advanced,117.68,48.09,2.57,4.171428571428572,17.357142857142858,Machine Learning,Low,VeryLong,Average,Expert,0.35714285714285715
CR00025,2025-01,15,4493.55,Data Science,Paid,Beginner,299.57,48.32,3.74,3.893333333333333,14.533333333333333,Cybersecurity,Medium,VeryLong,Good,Expert,0.5333333333333333
CR00025,2025-02,16,4793.12,Data Science,Paid,Beginner,299.57,48.32,3.74,4.635,20.0,Machine Learning,Medium,VeryLong,Good,Expert,0.125
CR00025,2025-03,19,5691.83,Data Science,Paid,Beginner,299.57,48.32,3.74,4.361052631578947,18.473684210526315,Machine Learning,Medium,VeryLong,Good,Expert,0.2631578947368421
CR00025,2025-04,23,6890.11,Data Science,Paid,Beginner,299.57,48.32,3.74,3.97,15.08695652173913,Cybersecurity,Medium,VeryLong,Good,Expert,0.43478260869565216
CR00025,2025-05,24,7189.68,Data Science,Paid,Beginner,299.57,48.32,3.74,4.141666666666667,16.541666666666668,Cybersecurity,Medium,VeryLong,Good,Expert,0.4166666666666667
CR00025,2025-06,9,2696.13,Data Science,Paid,Beginner,299.57,48.32,3.74,4.033333333333333,15.666666666666666,Machine Learning,Medium,VeryLong,Good,Expert,0.4444444444444444
CR00025,2025-07,10,2995.7,Data Science,Paid,Beginner,299.57,48.32,3.74,4.313000000000001,18.2,Cybersecurity,Medium,VeryLong,Good,Expert,0.3
CR00025,2025-08,15,4493.55,Data Science,Paid,Beginner,299.57,48.32,3.74,3.8153333333333337,15.133333333333333,Cybersecurity,Medium,VeryLong,Good,Expert,0.5333333333333333
CR00025,2025-09,20,5991.4,Data Science,Paid,Beginner,299.57,48.32,3.74,4.1725,16.2,Cybersecurity,Medium,VeryLong,Good,Expert,0.35
CR00025,2025-10,12,3594.84,Data Science,Paid,Beginner,299.57,48.32,3.74,4.1049999999999995,16.0,Machine Learning,Medium,VeryLong,Good,Expert,0.4166666666666667
CR00025,2025-11,13,3894.41,Data Science,Paid,Beginner,299.57,48.32,3.74,4.003076923076923,16.153846153846153,Cybersecurity,Medium,VeryLong,Good,Expert,0.46153846153846156
CR00025,2025-12,16,4793.12,Data Science,Paid,Beginner,299.57,48.32,3.74,4.101875,16.0625,Machine Learning,Medium,VeryLong,Good,Expert,0.375
CR00026,2025-01,14,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.046428571428572,11.571428571428571,Machine Learning,Free,VeryLong,Excellent,Expert,0.7857142857142857
CR00026,2025-02,16,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,3.96625,13.75,Machine Learning,Free,VeryLong,Excellent,Mid,0.75
CR00026,2025-03,11,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.224545454545455,14.636363636363637,Machine Learning,Free,VeryLong,Excellent,Expert,0.8181818181818182
CR00026,2025-04,14,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.479285714285714,14.714285714285714,Machine Learning,Free,VeryLong,Excellent,Expert,0.9285714285714286
CR00026,2025-05,16,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.524375,16.8125,Machine Learning,Free,VeryLong,Excellent,Expert,0.8125
CR00026,2025-06,15,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,3.992,11.2,Machine Learning,Free,VeryLong,Excellent,Expert,0.6666666666666666
CR00026,2025-07,15,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,3.689333333333333,9.2,Machine Learning,Free,VeryLong,Excellent,Expert,0.7333333333333333
CR00026,2025-08,18,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.591111111111111,16.0,Machine Learning,Free,VeryLong,Excellent,Expert,0.9444444444444444
CR00026,2025-09,20,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.3655,14.15,Machine Learning,Free,VeryLong,Excellent,Expert,0.95
CR00026,2025-10,12,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.614999999999999,16.833333333333332,Machine Learning,Free,VeryLong,Excellent,Expert,0.9166666666666666
CR00026,2025-11,11,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.45,15.090909090909092,Machine Learning,Free,VeryLong,Excellent,Expert,0.8181818181818182
CR00026,2025-12,10,0.0,Machine Learning,Free,Intermediate,0.0,47.7,4.73,4.6979999999999995,15.5,Machine Learning,Free,VeryLong,Excellent,Expert,1.0
CR00027,2025-01,13,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.046923076923077,10.923076923076923,Machine Learning,Free,Short,Poor,Mid,0.9230769230769231
CR00027,2025-02,12,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.616666666666666,16.25,Machine Learning,Free,Short,Poor,Expert,0.9166666666666666
CR00027,2025-03,8,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.16375,11.625,Machine Learning,Free,Short,Poor,Expert,0.875
CR00027,2025-04,10,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.199,14.8,Machine Learning,Free,Short,Poor,Mid,0.9
CR00027,2025-05,16,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.318125,14.375,Machine Learning,Free,Short,Poor,Expert,0.9375
CR00027,2025-06,13,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.894615384615384,19.53846153846154,Machine Learning,Free,Short,Poor,Expert,1.0
CR00027,2025-07,14,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.434285714285714,14.857142857142858,Machine Learning,Free,Short,Poor,Expert,0.9285714285714286
CR00027,2025-08,18,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,3.9377777777777774,12.222222222222221,Machine Learning,Free,Short,Poor,Expert,0.7222222222222222
CR00027,2025-09,10,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.263,14.8,Machine Learning,Free,Short,Poor,Expert,0.8
CR00027,2025-10,10,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.301,14.3,Machine Learning,Free,Short,Poor,Expert,0.8
CR00027,2025-11,18,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,3.928333333333333,14.38888888888889,Machine Learning,Free,Short,Poor,Expert,0.7222222222222222
CR00027,2025-12,10,0.0,Machine Learning,Free,Advanced,0.0,9.3,1.81,4.369,16.3,Machine Learning,Free,Short,Poor,Expert,0.9
CR00028,2025-01,17,13.26,Machine Learning,Paid,Advanced,0.78,44.96,3.89,4.115294117647059,13.823529411764707,Machine Learning,Low,VeryLong,Good,Expert,0.7647058823529411
